0.027737882	-0.0075125806	-0.044224143	-0.021607054	0.032500897	0.031121407	-0.02187314	0.0318813	-0.02922889	-0.00459522	-0.011082076	-0.0067461357	0.041083645	-0.010208309	-0.005340971	-0.012164127
0.036631305	-0.012277692	-0.027364234	-0.0366576	-0.01019807	-0.03373816	-0.012025676	-0.030139329	-0.034455407	0.009178545	-0.0014220267	0.017387817	0.0013885688	0.025944782	0.015830485	0.051614676
-0.031803608	0.038800344	0.01151572	-0.028645242	0.04368942	-0.043968033	0.0337298	0.034641888	0.015117952	-0.0402027	-0.054848153	0.018476162	0.03935946	0.017758902	-0.003920603	-0.0417439
0.03456196	0.013572277	0.03778603	-0.015651722	0.013900451	0.044490214	0.019810734	-0.0020887495	-0.0012486789	-0.04955215	0.0150097115	-0.039390992	0.02604632	-0.042365246	-0.03460796	-0.02369216
-0.035438277	-0.04457788	-0.005582376	0.034681983	-0.05264613	-0.008111025	-0.020055315	0.025104657	0.03950756	0.033782605	-0.02555961	-0.035006717	0.003618315	-0.0077574584	-0.043414004	-0.043091096
-0.0057171355	-0.028605275	0.025362363	0.010400763	-0.01722984	0.02862076	0.03325212	0.033086877	-0.05011731	-0.03631058	-0.037414145	-0.021643436	0.00040110163	-0.026963193	0.022813331	0.032283865
-0.05770563	-0.026861155	0.025747182	-0.027498523	-0.0028178098	0.0039020267	0.017839909	-0.0022710874	0.04017978	-0.038000245	0.012210753	0.0029383558	0.029390885	-0.02471338	-0.031592596	0.02506924
-0.002413676	-0.04675009	0.018269286	0.018562455	0.040367562	-0.03337431	0.045261603	0.04431182	-0.050745476	-0.020283554	0.032913335	0.01820204	-0.017348412	-0.030697579	0.050127797	-0.0095364945
-0.034371532	0.025807176	-0.052498993	-0.017422073	-0.036964305	0.036967803	0.033067357	0.002859614	-0.032830507	-0.035282377	-0.032354508	0.008049266	-0.022649454	0.03631217	0.028220698	-0.007049615
0.03145736	0.0060292855	0.015941886	0.042542648	-0.009148609	-0.01318034	-0.0047864965	-0.014230535	-0.05171463	-0.014704636	0.024225324	0.037578832	0.03643267	0.05153017	0.00786004	0.022335825
0.011349783	-0.017035438	0.038978294	-0.03950983	0.05282888	0.026459854	-0.042530324	-0.02041073	0.0003293198	-0.012666441	0.0371095	0.029391933	0.046871383	0.008264454	-0.031164682	0.022265904
0.0143618565	0.000881074	-0.018719142	-0.041149113	0.03428758	0.02409879	0.04520426	-0.012747772	0.046952173	-0.0023384197	0.02465178	0.03236834	1.2823421e-05	0.015656788	0.021832803	-0.001303084
0.008581929	0.05815064	-0.019212749	-0.015589152	-0.015575015	0.035837002	-0.0077256407	0.0298823	-0.009991397	0.017615305	0.0072036227	0.0015761338	-0.002185256	0.027666433	0.062164895	0.050954584
0.024391789	-0.024363821	-0.0049789622	-0.0055248872	0.029451778	-0.06674568	0.023871893	-0.0069689387	-0.057114486	-0.03821196	-0.019035518	-0.066031076	-0.0026380424	-0.022552852	-0.05204072	-0.058463268
0.017239591	-0.017772203	0.048314817	-0.0030118644	0.04600328	0.015362187	0.04655103	0.049490344	-0.033492465	-0.045435734	0.008440177	0.044975743	-0.03006762	-0.04721161	0.027542882	-0.04140535
